chr,start,end,score,CL12w16-3_atac_LITC,CL12w16-3_atac.MATA,CL12_wgs.LITC,CL12_wgs.MATA
chrIV,21108594,21108776,1000,0,0,0,0
chrIV,21135362,21136054,1000,12,25,24,24
chrIV,21143463,21143884,1000,59,89,13,20
chrIV,21173488,21174393,1000,330,187,91,58
chrIV,21184807,21185142,1000,211,134,39,30
chrIV,21188615,21189815,1000,1377,116,82,44
chrIV,21203939,21204142,1000,0,0,0,0
chrIV,21204496,21205102,1000,3,0,2,1
chrIV,21328918,21329672,1000,267,101,20,39
chrIV,21335807,21336095,1000,112,0,19,8
chrIV,21347822,21348204,860,0,0,0,0
chrIV,21351754,21351925,1000,0,0,0,0
chrIV,21439677,21440071,529,140,1,33,7
chrIV,21448626,21449010,1000,206,0,33,6
chrIV,21449254,21449394,1000,160,0,21,6
chrIV,21461289,21461660,1000,407,69,52,16
chrIV,21461765,21461912,1000,192,16,19,5
chrIV,21478026,21478471,1000,1225,291,74,44
chrIV,21478802,21479081,1000,814,105,33,18
chrIV,21514562,21515132,1000,0,0,0,0
chrIV,21515785,21516294,1000,0,0,0,0
chrIV,21536886,21538176,1000,0,0,0,0
chrIV,21555656,21555889,1000,0,0,0,0
chrIV,21568102,21568563,841,46,31,16,16
chrIV,21570752,21570995,1000,32,23,11,8
chrIV,21572567,21573185,931,172,0,43,5
chrIV,21580258,21580658,1000,0,0,0,0
chrIV,21580893,21581415,1000,52,0,37,3
chrIV,21584116,21585048,1000,58,0,23,2
chrIV,21595046,21595305,1000,0,0,0,0
chrIV,21618794,21619072,1000,0,0,0,0
chrIV,21625280,21625942,1000,20,0,1,2
chrIV,21630191,21630919,1000,0,0,0,0
chrIV,21641511,21642075,819,107,26,36,15
chrIV,21644459,21644848,1000,51,0,20,5
chrIV,21727670,21727846,1000,0,0,0,0
chrIV,21728122,21728281,1000,155,0,18,5
chrIV,21731334,21731542,1000,80,0,14,9
chrIV,21760961,21761678,1000,17,9,8,12
chrIV,21764391,21765149,1000,199,0,21,5
chrIV,21768133,21768725,1000,32,0,12,3
chrIV,21785491,21785680,1000,0,0,0,0
chrIV,21804567,21804804,854,0,0,0,0
chrIV,21816937,21818477,1000,58,69,10,21
chrIV,21824703,21825326,1000,0,0,0,0
chrIV,21825556,21825746,1000,0,0,0,0
chrIV,21827697,21827948,1000,0,0,0,0
chrIV,21840133,21840584,1000,36,8,28,6
chrIV,21845001,21845500,1000,11,1,7,1
chrIV,21930929,21931101,1000,357,0,59,16
chrIV,21936385,21936998,1000,1066,1,89,29
chrIV,21937373,21938069,1000,1669,0,55,17
chrIV,21957824,21958371,1000,1311,189,97,37
chrIV,21958504,21958858,1000,1388,91,44,33
chrIV,21967669,21968093,1000,597,482,52,57
chrIV,21968291,21968555,1000,517,567,28,37
chrIV,21970076,21970658,1000,233,146,28,28
chrIV,21977908,21978106,1000,226,61,25,17
chrIV,22041514,22041727,1000,88,302,35,38
chrIV,22044485,22044680,1000,243,162,50,30
chrIV,22057192,22057861,1000,246,144,47,19
chrIV,22070612,22071053,1000,11,5,4,9
chrIV,22121280,22121517,1000,110,108,13,7
chrIV,22175979,22176238,1000,0,0,0,0
chrIV,22190327,22191257,1000,1068,938,115,104
chrIV,22191672,22192600,1000,1560,1478,95,94
chrIV,22206341,22206809,1000,398,381,55,57
chrIV,22206944,22207409,1000,368,361,48,47
chrIV,22211037,22211273,1000,186,256,42,45
chrIV,22232156,22232714,1000,960,179,64,57
chrIV,22243164,22243610,1000,243,263,50,48
chrIV,22246944,22247918,1000,637,515,116,72
chrIV,22251776,22252024,1000,224,48,50,34
chrIV,22294055,22294248,1000,78,10,50,21
chrIV,22308567,22309126,1000,2212,524,41,26
chrIV,22315216,22315539,1000,15,8,13,9
chrIV,22328322,22328523,1000,160,177,24,25
chrIV,22342002,22342944,1000,1182,763,71,75
chrIV,22348111,22348646,1000,966,1,43,8
chrIV,22350967,22351108,1000,116,93,19,9
chrIV,22351442,22351626,1000,149,212,34,28
chrIV,22353211,22353361,1000,120,117,19,35
chrIV,22358014,22358942,1000,418,545,48,59
chrIV,22369686,22371186,1000,1540,1976,166,161
chrIV,22408668,22409638,1000,0,0,0,0
chrIV,22439940,22440654,1000,0,0,0,0
chrIV,22440763,22441098,1000,0,0,0,0
chrIV,22443066,22443267,1000,0,0,0,0
chrIV,22464404,22464692,1000,0,0,0,0
chrIV,22556502,22557011,1000,5,28,3,12
chrIV,22572336,22573604,1000,0,0,0,0
chrIV,22677862,22678310,1000,0,0,0,0
chrIV,22744323,22744750,1000,0,0,0,0
chrIV,22788616,22788829,1000,0,0,0,0
chrIV,22799822,22800893,1000,887,1,25,7
chrIV,22838452,22840043,1000,0,0,0,0
chrIV,22880113,22880321,1000,0,0,0,0
chrIV,22882107,22882289,1000,0,0,0,0
chrIV,22891059,22891283,1000,0,0,0,0
chrIV,22905015,22905506,776,0,0,0,0
chrIV,22959513,22959916,1000,0,0,0,0
chrIV,22960769,22961639,1000,0,0,0,0
chrIV,22969509,22969723,1000,0,0,0,0
chrIV,22972891,22973309,1000,0,0,0,0
chrIV,23015864,23016291,1000,0,0,0,0
chrIV,23052904,23053823,1000,391,0,35,6
chrIV,23054092,23054482,1000,0,0,0,0
chrIV,23072963,23073927,352,0,1,7,4
chrIV,23161294,23162236,1000,0,0,0,0
chrIV,23199538,23200707,1000,0,0,0,0
chrIV,23215511,23215760,1000,0,0,0,0
chrIV,23248580,23249467,1000,1849,25,33,17
chrIV,23251750,23251955,1000,0,0,0,0
chrIV,23264859,23266186,1000,0,2,4,14
chrIV,23290423,23290817,1000,31,55,26,9
chrIV,23291202,23291606,1000,0,0,0,0
chrIV,23316051,23316704,1000,0,259,9,21
chrIV,23431171,23431489,640,0,0,0,0
chrIV,23446069,23446954,1000,0,0,0,0
chrIV,23452028,23452237,1000,0,0,0,0
chrIV,23452372,23453929,1000,0,0,0,0
chrIV,23459464,23460464,1000,0,0,0,0
chrIV,23479165,23479466,1000,0,0,0,0
chrIV,23481682,23481848,1000,0,0,0,0
chrIV,23482221,23482462,1000,8,0,6,3
chrIV,23483472,23483692,1000,0,0,0,0
chrIV,23503776,23504356,1000,0,0,0,0
chrIV,23599252,23599643,1000,0,0,0,0
chrIV,23607660,23607835,1000,0,0,0,0
chrIV,23607982,23609119,1000,354,0,44,4
chrIV,23609304,23610187,1000,0,0,0,0
chrIV,23610833,23611010,1000,0,0,0,0
chrIV,23611759,23612482,1000,0,0,0,0
chrIV,23628001,23628216,1000,0,0,0,0
chrIV,23634372,23635168,1000,0,0,0,0
chrIV,23635329,23635695,1000,0,0,0,0
chrIV,23954031,23954215,1000,0,0,0,0
chrIV,23959777,23960633,1000,0,0,0,0
chrIV,23972831,23973441,1000,0,0,0,0
chrIV,23983546,23983745,1000,0,0,0,0
chrIV,23983908,23984179,1000,0,0,0,0
chrIV,23998823,23999027,1000,0,0,0,0
chrIV,24003839,24004079,1000,0,0,0,0
chrIV,24030006,24031244,1000,438,19,23,6
chrIV,24034948,24035282,1000,0,0,0,0
chrIV,24036421,24036838,1000,609,0,21,7
chrIV,24041798,24042348,1000,0,0,0,0
chrIV,24042536,24042819,1000,0,0,0,0
chrIV,24042924,24044269,1000,0,0,0,0
chrIV,24070885,24071139,1000,0,0,0,0
chrIV,24098759,24098993,1000,37,48,17,18
chrIV,24099562,24099873,974,0,0,0,0
chrIV,24103696,24104249,1000,243,0,33,7
chrIV,24104589,24105422,1000,0,0,0,0
chrIV,24106070,24106398,1000,0,295,8,32
chrIV,24106850,24107151,1000,0,0,0,0
chrIV,24112203,24112430,1000,0,0,0,0
chrIV,24112611,24113124,1000,0,0,0,0
chrIV,24122849,24123071,1000,0,0,0,0
chrIV,24128121,24128394,1000,0,0,0,0
chrIV,24143784,24144325,1000,32,0,24,3
chrIV,24170039,24170251,1000,0,0,0,0
chrIV,24205290,24205452,1000,0,0,0,0
chrIV,24210026,24210323,1000,0,0,0,0
chrIV,24234542,24234995,1000,0,0,0,0
chrIV,24250610,24251307,1000,0,16,0,8
chrIV,24260183,24260396,1000,0,0,0,0
chrIV,24261757,24261952,1000,0,0,0,0
chrIV,24385087,24385283,1000,0,0,0,0
chrIV,24437150,24437579,1000,0,0,0,0
chrIV,24448836,24450112,1000,0,0,0,0
chrIV,24470913,24471054,1000,0,0,0,0
chrIV,24478909,24479681,1000,0,0,0,0
chrIV,24479882,24480550,1000,0,0,0,0
chrIV,24481443,24481845,1000,0,0,0,0
chrIV,24488405,24488641,967,0,0,0,0
chrIV,24489605,24489906,1000,0,0,0,0
chrIV,24500126,24500403,1000,0,0,0,0
chrIV,24501575,24501850,1000,0,0,0,0
chrIV,24510909,24511183,1000,192,189,26,31
chrIV,24525905,24526243,1000,0,0,0,0
chrIV,24526355,24526505,1000,182,0,16,2
chrIV,24526622,24526969,1000,86,0,9,5
chrIV,24557242,24558175,1000,347,307,19,19
chrIV,24558505,24559421,1000,1460,1300,23,33
chrIV,24559634,24560164,643,8,7,2,2
chrIV,24560971,24561197,1000,31,41,13,14
chrIV,24567077,24567335,907,0,0,0,0
chrIV,24569998,24570797,1000,0,0,0,0
chrIV,24579301,24579605,1000,0,0,0,0
chrIV,24580098,24580278,1000,0,0,0,0
chrIV,24597186,24597859,1000,0,0,0,0
chrIV,24598941,24599370,1000,0,0,0,0
chrIV,24603034,24603227,1000,0,0,0,0
chrIV,24608294,24608982,1000,0,0,0,0
chrIV,24659392,24659613,1000,0,0,0,0
chrIV,24661367,24661764,1000,0,0,0,0
chrIV,24706296,24706544,1000,272,202,16,29
chrIV,24748884,24749232,1000,173,118,53,40
chrIV,24753949,24755021,1000,118,149,25,25
chrIV,24763476,24763661,1000,167,51,36,15
chrIV,24763993,24764231,1000,76,0,10,6
chrIV,24771936,24772589,1000,206,164,9,17
chrIV,24783614,24784247,1000,460,0,78,15
chrIV,24786358,24786629,899,0,0,0,0
chrIV,24787926,24788216,1000,0,0,0,0
chrIV,24790477,24791031,705,0,0,0,0
chrIV,24805426,24805613,1000,0,0,0,0
chrIV,24863177,24863467,1000,30,0,17,5
chrIV,24866163,24866586,559,0,0,0,0
chrIV,24922454,24922604,1000,0,0,0,0
chrIV,24922870,24923331,1000,0,0,0,1
chrIV,24973494,24974328,1000,304,0,22,4
chrIV,25002773,25003405,1000,371,261,15,12
chrIV,25006028,25006970,1000,336,0,35,3
chrIV,25020939,25021561,1000,668,92,50,31
chrIV,25023118,25024482,1000,66,0,35,8
chrIV,25039104,25039297,1000,0,0,0,0
chrIV,25046283,25046743,1000,0,0,0,0
chrIV,25053874,25054535,1000,277,1,35,14
chrIV,25058356,25058755,1000,0,0,0,0
chrIV,25059527,25060003,1000,89,59,5,25
chrIV,25066885,25067139,1000,251,1,57,40
chrIV,25067642,25067989,1000,0,0,0,0
chrIV,25097254,25097448,1000,121,0,16,2
chrIV,25098916,25099313,1000,0,0,0,0
chrIV,25107322,25107490,1000,0,0,0,0
chrIV,25117584,25118028,1000,0,0,0,0
chrIV,25137075,25137568,1000,515,31,68,35
chrIV,25142188,25142588,1000,67,63,14,23
chrIV,25142829,25143463,732,13,3,3,8
chrIV,25168687,25168895,1000,102,127,9,22
chrIV,25169147,25169626,533,92,0,20,10
chrIV,25170080,25170356,1000,0,0,0,0
chrIV,25174715,25175114,537,0,0,0,0
chrIV,25183455,25183698,1000,0,0,0,0
chrIV,25193819,25194299,1000,0,0,0,0
chrIV,25201418,25203106,1000,226,16,33,15
chrIV,25204025,25204389,1000,0,0,0,0
chrIV,25205524,25206240,1000,103,0,21,8
chrIV,25211840,25212857,1000,0,0,0,0
chrIV,25226523,25227331,616,0,0,0,0
chrIV,25232964,25233796,1000,0,0,0,0
chrIV,25250475,25251326,1000,20,0,20,0
chrIV,25257580,25258017,641,0,0,0,0
chrIV,25282124,25282523,1000,28,28,12,18
chrIV,25301829,25302079,1000,213,170,20,14
chrIV,25313930,25314334,1000,254,85,30,21
chrIV,25318938,25320738,1000,1236,1,41,12
chrIV,25327229,25327438,1000,0,0,0,0
chrIV,25511218,25511529,713,0,0,0,0
chrIV,25511678,25511806,1000,0,0,0,0
chrIV,25516202,25516454,1000,0,0,0,0
chrIV,25567376,25567558,1000,2,8,7,8
chrIV,25567777,25568746,1000,469,249,64,38
chrIV,25573627,25573865,1000,31,0,18,2
chrIV,25621432,25621807,1000,178,174,39,46
chrIV,25625881,25627165,1000,0,0,0,0
chrIV,25640066,25640314,1000,57,1,15,4
chrIV,25640553,25641424,1000,688,114,47,24
chrIV,25674469,25674698,1000,89,155,38,40
chrIV,25690275,25690644,1000,8,10,13,6
chrIV,25754961,25755158,1000,3,1,0,1
chrIV,25790664,25790978,1000,116,0,24,10
chrIV,25804104,25804440,1000,0,0,0,0
chrIV,25831920,25832169,1000,483,31,45,13
chrIV,25834937,25835683,1000,0,0,0,0
chrIV,25835951,25836124,1000,0,0,0,0
chrIV,25843523,25843793,1000,0,0,0,0
chrIV,25845409,25846650,1000,194,157,14,13
chrIV,25860219,25860682,1000,0,0,0,0
chrIV,25866969,25867344,1000,0,0,0,0
chrIV,25890305,25890797,1000,412,0,48,16
chrIV,25895239,25895536,731,6,5,3,0
chrIV,25895771,25896284,1000,117,10,51,19
chrIV,25937186,25937393,993,0,0,0,0
chrIV,25939313,25939786,1000,0,0,0,0
chrIV,25975048,25975303,1000,0,0,0,0
chrIV,25976268,25976870,1000,0,0,0,0
chrIV,25998225,25998416,1000,0,0,0,0
chrIV,25998573,25999583,1000,98,159,7,33
chrIV,26031360,26031736,1000,0,0,0,0
chrIV,26075451,26075768,1000,0,0,0,0
chrIV,26085990,26086301,1000,306,0,14,8
chrIV,26115638,26115931,1000,0,0,0,0
chrIV,26133992,26134604,1000,23,0,4,1
chrIV,26137999,26138430,1000,0,0,0,0
chrIV,26148964,26149408,1000,0,0,0,0
chrIV,26149558,26149752,1000,0,0,0,0
chrIV,26150090,26150622,621,0,0,0,0
chrIV,26166306,26166581,1000,0,0,0,0
chrIV,26173441,26173787,709,0,0,0,0
chrIV,26175517,26175868,1000,0,0,0,0
chrIV,26257532,26257727,1000,0,0,0,0
chrIV,26274287,26274487,1000,0,0,0,0
chrIV,26308684,26308977,1000,1,0,1,0
chrIV,26361867,26363243,1000,502,3,100,28
chrIV,26363421,26364624,1000,0,0,0,0
chrIV,26373564,26373996,1000,0,0,0,0
chrIV,26384093,26384797,1000,0,506,15,82
chrIV,26396901,26397221,1000,95,7,22,12
chrIV,26400688,26401058,1000,0,0,0,0
chrIV,26401190,26401488,1000,0,0,0,0
chrIV,26401645,26402544,1000,122,0,39,9
chrIV,26402691,26403818,1000,41,0,20,6
chrIV,26434725,26435625,1000,344,0,54,11
chrIV,26451971,26452803,1000,0,0,0,0
chrIV,26476489,26476694,1000,93,82,20,21
chrIV,26480949,26481871,1000,481,0,20,8
chrIV,26484644,26485004,1000,32,0,18,2
chrIV,26485323,26485726,1000,4,17,4,5
chrIV,26485840,26486231,1000,45,80,14,17
chrIV,26486610,26486885,1000,354,78,44,21
chrIV,26487002,26487552,1000,58,0,20,7
chrIV,26493165,26493394,1000,53,0,24,4
chrIV,26505628,26505842,1000,0,0,0,0
chrIV,26521247,26522235,1000,333,379,87,82
chrIV,26537722,26538062,985,360,0,76,18
chrIV,26538361,26539248,1000,1168,1,82,23
chrIV,26541041,26541702,1000,426,1,53,26
chrIV,26548293,26548769,1000,132,0,32,15
chrIV,26555495,26556020,1000,2243,2,101,19
chrIV,26577968,26578980,1000,0,0,0,0
chrIV,26588701,26589112,1000,0,0,0,0
chrIV,26666532,26666777,1000,51,0,25,9
chrIV,26686976,26687157,1000,213,55,25,25
chrIV,26687311,26687539,1000,294,203,36,25
chrIV,26688770,26689125,1000,208,94,28,36
chrIV,26689236,26689577,706,176,86,36,54
chrIV,26690954,26691332,1000,138,21,40,21
chrIV,26693766,26695068,1000,656,561,100,85
chrIV,26696137,26696559,748,179,152,77,57
chrIV,26696796,26697527,812,181,53,49,22
chrIV,26706033,26706425,923,143,108,27,17
chrIV,26711703,26715610,1000,5350,3493,357,315
chrIV,26715730,26716057,1000,64,46,11,16
chrIV,26717364,26717691,1000,191,168,48,22
chrIV,26718836,26719425,1000,485,415,52,59
chrIV,26721858,26722071,1000,163,160,38,18
chrIV,26722444,26723373,1000,972,598,107,82
chrIV,26732353,26732618,1000,558,81,43,30
chrIV,26736579,26737114,1000,235,288,59,64
chrIV,26739557,26740496,1000,832,422,90,85
chrIV,26743139,26743536,1000,460,402,33,49
chrIV,26769910,26770492,1000,496,313,35,36
chrIV,26806787,26807223,1000,422,415,63,64
chrIV,26819970,26820613,1000,34,61,19,17
chrIV,26827078,26827293,1000,135,146,27,27
chrIV,26835260,26835655,1000,334,336,48,70
chrIV,26847001,26847182,1000,182,152,25,28
chrIV,26847340,26848281,1000,897,921,90,57
chrIV,26853717,26854109,869,206,172,34,42
chrIV,26866382,26866600,1000,0,0,0,0
chrIV,26868767,26868957,1000,0,0,0,0
chrIV,26878850,26879622,1000,244,126,36,20
chrIV,26891093,26891623,631,354,0,30,12
chrIV,26901077,26901449,985,153,3,24,10
chrIV,26908017,26908323,1000,144,0,32,19
chrIV,26908462,26908769,1000,114,79,19,26
chrIV,26913339,26914167,1000,487,11,59,19
chrIV,26918192,26918754,1000,0,0,0,0
chrIV,26956719,26956988,979,0,0,0,0
chrIV,26963642,26964179,397,10,0,5,0
chrIV,26977389,26977573,1000,0,0,0,0
chrIV,26991662,26991866,1000,0,0,0,0
chrIV,27019628,27020304,1000,0,0,0,0
chrIV,27033462,27033922,1000,0,0,0,0
chrIV,27063411,27063850,958,84,89,21,34
chrIV,27066430,27067055,1000,48,48,13,14
chrIV,27067255,27068313,1000,439,19,49,22
chrIV,27162351,27163085,1000,150,104,18,30
chrIV,27193546,27193972,1000,160,202,17,5
chrIV,27194554,27195014,1000,5,9,12,9
chrIV,27223696,27224425,1000,516,283,41,25
chrIV,27239264,27239677,1000,3,0,2,1
chrIV,27241222,27241564,615,0,0,0,0
chrIV,27241713,27242187,1000,0,0,0,0
chrIV,27242342,27242629,1000,0,0,0,0
chrIV,27257909,27258234,1000,0,0,0,0
chrIV,27260255,27260919,1000,80,39,43,19
chrIV,27271513,27272199,422,163,70,60,30
chrIV,27276635,27277086,586,0,0,0,0
chrIV,27279577,27280116,1000,140,0,26,13
chrIV,27286310,27287045,1000,40,25,7,30
chrIV,27287371,27287583,1000,0,0,0,0
chrIV,27303101,27303284,1000,38,0,8,0
chrIV,27306763,27307786,1000,257,0,44,9
chrIV,27316114,27316353,1000,24,0,6,4
chrIV,27316502,27317240,1000,732,0,95,24
chrIV,27376786,27377107,816,0,0,0,0
chrIV,27399127,27399622,583,0,0,0,0
chrIV,27400425,27401082,1000,81,45,24,18
chrIV,27401199,27401826,1000,69,0,31,5
chrIV,27403663,27404148,1000,298,0,16,15
chrIV,27404638,27404940,1000,0,0,0,0
chrIV,27421645,27422181,1000,140,143,15,21
chrIV,27427112,27427634,1000,355,45,15,13
chrIV,27430345,27430895,1000,165,3,42,7
chrIV,27484196,27484392,1000,0,0,0,0
chrIV,27496532,27497087,1000,0,0,0,0
chrIV,27512587,27512840,811,0,0,0,0
chrIV,27692624,27693436,1000,0,0,0,0
chrIV,27748191,27748867,1000,0,0,0,0
chrIV,27759609,27760265,1000,113,578,29,29
chrIV,27767071,27767277,1000,0,0,0,0
chrIV,27769084,27769881,1000,257,1789,14,40
chrIV,27770040,27770248,1000,85,127,12,14
chrIV,27776915,27777799,1000,0,120,7,32
chrIV,27780291,27780491,1000,0,0,0,0
chrIV,27787132,27787431,1000,423,469,18,12
chrIV,27787596,27788422,1000,614,2,51,22
chrIV,27803953,27804457,1000,67,0,31,6
chrIV,27812724,27812937,1000,0,0,0,0
chrIV,27828974,27829411,998,11,10,3,4
chrIV,27841042,27841506,1000,58,53,9,6
chrIV,27866333,27867139,1000,64,50,15,20
chrIV,27876864,27877063,1000,0,0,0,0
chrIV,27877177,27877341,1000,0,0,0,0
chrIV,27924961,27925343,1000,167,126,31,43
chrIV,27929061,27929944,1000,129,113,25,17
chrIV,27930406,27930691,766,50,81,9,23
chrIV,27931810,27932414,1000,0,0,0,0
chrIV,27934467,27934862,663,0,0,0,0
chrIV,27935024,27935371,1000,115,147,16,19
chrIV,27935535,27936817,1000,0,0,0,0
chrIV,27939619,27940230,1000,13,7,17,13
chrIV,27965509,27965770,1000,0,0,0,0
chrIV,27971831,27972370,1000,0,0,0,0
chrIV,27978604,27978996,1000,139,0,52,18
chrIV,27985790,27986411,1000,43,50,15,25
chrIV,27988135,27988480,1000,78,68,39,13
chrIV,28030661,28031019,1000,0,0,0,0
chrIV,28043514,28043971,1000,279,278,30,25
chrIV,28093756,28094085,794,125,38,38,17
chrIV,28143702,28143927,1000,187,413,15,34
chrIV,28144274,28145264,1000,1246,1109,68,75
chrIV,28152655,28153025,1000,239,76,26,14
chrIV,28153301,28153475,1000,0,0,0,0
chrIV,28164008,28164186,1000,103,120,25,21
chrIV,28164551,28164990,1000,0,0,0,0
chrIV,28165096,28165419,1000,0,0,0,0
chrIV,28188427,28189021,947,0,0,0,0
chrIV,28189135,28190593,933,243,259,65,47
chrIV,28195628,28195797,1000,24,32,12,8
chrIV,28196210,28196391,1000,35,63,19,19
chrIV,28202517,28202763,1000,0,0,0,0
chrIV,28202970,28203163,1000,93,92,27,20
chrIV,28210336,28211200,1000,348,372,37,23
chrIV,28211373,28211585,1000,0,0,0,0
chrIV,28215339,28215563,950,64,36,25,33
chrIV,28243694,28244186,1000,119,112,19,17
chrIV,28283340,28284335,1000,545,433,63,48
chrIV,28307453,28307676,1000,0,0,0,0
chrIV,28352422,28352992,1000,313,177,53,32
chrIV,28417710,28417952,1000,0,2,1,6
chrIV,28418481,28418788,1000,185,178,30,52
chrIV,28419281,28420034,1000,232,241,29,32
chrIV,28454050,28454351,1000,163,169,40,39
chrIV,28478606,28478837,1000,139,122,23,29
chrIV,28492417,28492933,1000,0,0,0,0
chrIV,28494763,28495109,1000,31,27,10,15
chrIV,28497293,28497852,1000,134,135,31,34
chrIV,28534528,28534941,979,226,232,51,46
chrIV,28546394,28546574,1000,121,150,32,33
chrIV,28549573,28549764,1000,182,151,41,36
chrIV,28562077,28563253,1000,174,114,30,36
chrIV,28564694,28565024,1000,223,113,25,41
chrIV,28574934,28575545,1000,0,0,0,0
chrIV,28580709,28581141,813,118,128,22,29
chrIV,28593895,28594761,1000,257,224,45,26
chrIV,28630809,28630963,1000,81,62,6,5
chrIV,28631064,28631738,1000,279,296,64,55
chrIV,28643436,28643853,1000,70,94,20,20
chrIV,28648813,28649199,1000,286,288,23,25
chrIV,28651090,28652142,1000,605,551,91,102
chrIV,28665825,28667429,1000,2584,2928,134,145
chrIV,28690358,28690943,1000,317,370,42,56
chrIV,28701193,28701372,1000,24,20,7,9
chrIV,28713534,28713726,1000,77,57,21,16
chrIV,28714554,28715061,1000,0,0,0,0
chrIV,28716902,28717216,672,3,7,9,10
chrIV,28730031,28730503,1000,120,63,29,12
chrIV,28743356,28743673,754,0,0,0,0
chrIV,28751738,28751976,1000,32,119,10,13
chrIV,28766355,28766577,1000,0,0,1,1
chrIV,28766840,28767278,952,0,0,0,0
chrIV,28778764,28778948,1000,16,234,12,28
chrIV,28782535,28783039,1000,0,0,0,0
chrIV,28792786,28793245,776,75,74,16,17
chrIV,28810943,28811410,1000,0,0,0,0
chrIV,28812678,28813563,1000,667,622,34,41
chrIV,28813758,28813945,1000,0,0,0,0
chrIV,28817944,28818139,1000,108,91,37,22
chrIV,28821170,28821596,1000,0,0,0,0
chrIV,28824276,28824922,1000,597,543,16,13
chrIV,28827150,28827721,742,0,0,0,0
chrIV,28828179,28828570,1000,9,7,1,1
chrIV,28834406,28834702,753,0,0,0,0
chrIV,28834935,28836227,1000,603,635,25,20
chrIV,28836339,28836682,782,0,0,0,0
chrIV,28837657,28838148,1000,0,0,0,0
chrIV,28846913,28847206,1000,0,0,0,0
chrIV,28853700,28853886,1000,0,0,0,0
chrIV,28880070,28880390,1000,97,41,20,18
chrIV,28880497,28881069,1000,1292,1208,74,63
chrIV,28899061,28899835,1000,198,180,8,11
chrIV,28900240,28900676,630,37,57,15,16
chrIV,28905366,28906171,871,195,67,40,18
chrIV,28907755,28908121,570,0,0,0,0
chrIV,28908465,28909435,1000,0,0,0,0
chrIV,28909672,28910041,831,0,0,0,0
chrIV,28920381,28920693,1000,6,4,4,3
chrIV,28921499,28922092,1000,100,118,19,12
chrIV,28926457,28927030,1000,0,0,0,0
chrIV,28932741,28933560,1000,0,198,4,21
chrIV,28934274,28934475,1000,0,0,0,0
chrIV,28965409,28965733,1000,0,0,0,0
chrIV,28975875,28976438,931,99,101,23,23
chrIV,28985374,28986002,1000,2,1,0,2
chrIV,29007344,29007502,1000,0,0,0,0
chrIV,29017119,29018068,1000,682,676,22,24
chrIV,29019121,29019588,1000,180,185,31,38
chrIV,29028608,29028886,744,6,0,4,1
chrIV,29029934,29030701,1000,91,70,11,8
chrIV,29045032,29045344,835,0,0,0,0
chrIV,29061587,29061899,1000,31,18,11,11
chrIV,29138889,29139226,840,34,1,12,6
chrIV,29146660,29147154,1000,0,464,6,37
chrIV,29150420,29150654,1000,209,228,41,24
chrIV,29163972,29164849,1000,0,0,0,0
chrIV,29183417,29183660,1000,26,26,19,20
chrIV,29188697,29189829,1000,0,54,4,23
chrIV,29201378,29201668,1000,0,0,0,0
chrIV,29211745,29212142,1000,96,109,9,20
chrIV,29214186,29214366,1000,84,122,42,36
chrIV,29218359,29218657,1000,91,79,22,28
chrIV,29218888,29219436,1000,125,102,46,39
chrIV,29222902,29223417,1000,0,0,0,0
chrIV,29225530,29225743,1000,0,0,0,0
chrIV,29226998,29227260,1000,0,0,0,0
chrIV,29230490,29230822,1000,0,0,0,0
chrIV,29230938,29231332,1000,0,0,1,0
chrIV,29244697,29245119,1000,1,0,2,0
chrIV,29245414,29245603,1000,0,0,0,0
chrIV,29249632,29250926,1000,0,0,0,0
chrIV,29251089,29252193,1000,283,81,44,9
chrIV,29273091,29273942,1000,0,0,0,0
chrIV,29288210,29289105,1000,12,9,5,5
chrIV,29289763,29289971,1000,0,2,0,3
chrIV,29295837,29296134,1000,0,43,6,20
chrIV,29308665,29309084,1000,15,21,11,12
chrIV,29327676,29328291,1000,0,0,0,0
chrIV,29332287,29332907,1000,158,111,23,18
chrIV,29397794,29398104,1000,0,0,0,0
chrIV,29398277,29398475,1000,0,0,0,0
chrIV,29436104,29436982,1000,374,357,29,40
chrIV,29437667,29438079,1000,53,48,18,18
chrIV,29442655,29443828,923,0,151,6,36
chrIV,29453051,29453336,1000,0,0,0,0
chrIV,29457363,29457846,1000,0,86,5,25
chrIV,29484089,29485273,1000,237,255,24,20
chrIV,29485502,29485687,1000,0,0,0,0
chrIV,29486825,29487070,1000,0,0,0,0
chrIV,29487748,29487946,1000,0,0,0,0
chrIV,29605501,29605987,1000,209,70,35,21
chrIV,29619453,29619809,943,0,0,0,0
chrIV,29619975,29620220,1000,67,76,10,17
chrIV,29620336,29620743,1000,107,163,29,44
chrIV,29636370,29636627,1000,10,9,11,8
chrIV,29641370,29641762,1000,49,50,20,13
chrIV,29660685,29661420,959,140,158,30,56
chrIV,29707914,29708223,793,93,165,30,30
chrIV,29722782,29723891,1000,237,188,52,45
chrIV,29724698,29724913,1000,0,0,0,0
chrIV,29778926,29779036,1000,0,0,2,7
chrIV,29794414,29795248,1000,73,66,19,24
chrIV,29799161,29799530,945,0,0,0,0
chrIV,29810356,29810483,1000,0,0,0,0
chrIV,29830101,29830536,488,55,39,15,19
chrIV,29859855,29860215,1000,132,131,13,24
chrIV,29861413,29861949,1000,0,0,0,0
chrIV,29875401,29875618,1000,0,0,0,0
